t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
10.0,1,101,94,42.41,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
10.0,1,101,94,42.41,0.0,0.0,0.0,0.0,4568.000000000002,1,80,6,0,0.0,0
11.0,1,101,94,39.37,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
11.0,1,101,94,39.37,0.0,0.0,0.0,0.0,4524.800000000002,1,80,6,0,0.0,0
12.0,1,101,94,39.53,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
12.0,1,101,94,39.53,0.0,0.0,0.0,0.0,4481.600000000002,1,80,6,0,0.0,0
13.0,1,101,94,39.61,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
13.0,1,101,94,39.61,0.0,0.0,0.0,0.0,4438.400000000002,1,80,6,0,0.0,0
14.0,1,101,94,42.88,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,0,0.0,0
14.0,1,101,94,42.88,0.0,0.0,0.0,0.0,4395.200000000003,1,80,6,0,0.0,0
15.0,1,101,94,39.91,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,0,0.0,0
15.0,1,101,94,39.91,0.0,0.0,0.0,0.0,4352.000000000003,1,80,6,0,0.0,0
16.0,1,101,94,42.92,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,0,0.0,0
16.0,1,101,94,42.92,0.0,0.0,0.0,0.0,4308.800000000003,1,80,6,0,0.0,0
17.0,1,101,94,41.74,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,0,0.0,0
17.0,1,101,94,41.74,0.0,0.0,0.0,0.0,4265.600000000003,1,80,6,0,0.0,0
18.0,1,101,94,43.11,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,0,0.0,0
18.0,1,101,94,43.11,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,0,0.0,0
19.0,1,101,94,39.93,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,0,0.0,0
19.0,1,101,94,39.93,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,0,0.0,0
20.0,1,101,94,40.43,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
20.0,1,101,94,40.43,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
21.0,1,101,94,40.14,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
21.0,1,101,94,40.14,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
22.0,1,101,94,40.41,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
22.0,1,101,94,40.41,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
23.0,1,101,94,39.17,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
23.0,1,101,94,39.17,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
24.0,1,101,94,41.15,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
24.0,1,101,94,41.15,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
25.0,1,101,94,42.34,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
25.0,1,101,94,42.34,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
26.0,1,101,94,42.67,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
26.0,1,101,94,42.67,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
27.0,1,101,94,41.84,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
27.0,1,101,94,41.84,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
28.0,1,101,94,40.44,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
28.0,1,101,94,40.44,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
29.0,1,101,94,39.13,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
29.0,1,101,94,39.13,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
30.0,1,101,94,42.87,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
30.0,1,101,94,42.87,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
31.0,1,101,94,42.0,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
31.0,1,101,94,42.0,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
32.0,1,101,94,42.68,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
32.0,1,101,94,42.68,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
33.0,1,101,94,40.04,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,0,0.0,0
33.0,1,101,94,40.04,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,0,0.0,0
34.0,1,101,94,42.09,0.0,0.0,0.0,0.0,3531.200000000006,1,80,6,0,0.0,0
34.0,1,101,94,42.09,0.0,0.0,0.0,0.0,3531.200000000006,1,80,6,0,0.0,0
35.0,1,101,94,40.22,0.0,0.0,0.0,0.0,3488.0000000000064,1,80,6,0,0.0,0
35.0,1,101,94,40.22,0.0,0.0,0.0,0.0,3488.0000000000064,1,80,6,0,0.0,0
36.0,1,101,94,40.59,0.0,0.0,0.0,0.0,3444.8000000000065,1,80,6,0,0.0,0
36.0,1,101,94,40.59,0.0,0.0,0.0,0.0,3444.8000000000065,1,80,6,0,0.0,0
37.0,1,101,94,40.69,0.0,0.0,0.0,0.0,3401.6000000000067,1,80,6,0,0.0,0
37.0,1,101,94,40.69,0.0,0.0,0.0,0.0,3401.6000000000067,1,80,6,0,0.0,0
38.0,1,101,94,41.62,0.0,0.0,0.0,0.0,3358.400000000007,1,80,6,0,0.0,0
38.0,1,101,94,41.62,0.0,0.0,0.0,0.0,3358.400000000007,1,80,6,0,0.0,0
39.0,1,101,94,41.0,0.0,0.0,0.0,0.0,3315.200000000007,1,80,6,0,0.0,0
39.0,1,101,94,41.0,0.0,0.0,0.0,0.0,3315.200000000007,1,80,6,0,0.0,0
40.0,1,101,94,40.57,0.0,0.0,0.0,0.0,3272.0000000000073,1,80,6,0,0.0,0
40.0,1,101,94,40.57,0.0,0.0,0.0,0.0,3272.0000000000073,1,80,6,0,0.0,0
41.0,1,101,94,41.73,0.0,0.0,0.0,0.0,3228.8000000000075,1,80,6,0,0.0,0
41.0,1,101,94,41.73,0.0,0.0,0.0,0.0,3228.8000000000075,1,80,6,0,0.0,0
42.0,1,101,94,41.32,0.0,0.0,0.0,0.0,3185.6000000000076,1,80,6,0,0.0,0
42.0,1,101,94,41.32,0.0,0.0,0.0,0.0,3185.6000000000076,1,80,6,0,0.0,0
43.0,1,101,94,41.46,0.0,0.0,0.0,0.0,3142.400000000008,1,80,6,0,0.0,0
43.0,1,101,94,41.46,0.0,0.0,0.0,0.0,3142.400000000008,1,80,6,0,0.0,0
44.0,1,101,94,39.36,0.0,0.0,0.0,0.0,3099.200000000008,1,80,6,0,0.0,0
44.0,1,101,94,39.36,0.0,0.0,0.0,0.0,3099.200000000008,1,80,6,0,0.0,0
45.0,1,101,94,41.43,0.0,0.0,0.0,0.0,3056.000000000008,1,80,6,0,0.0,0
45.0,1,101,94,41.43,0.0,0.0,0.0,0.0,3056.000000000008,1,80,6,0,0.0,0
