t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
18.0,1,99,94,80.09,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,1,25.065765,10
18.0,1,99,94,80.09,0.0,0.0,0.0,0.0,4222.400000000003,1,80,6,1,25.065765,10
19.0,1,99,94,75.47,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,1,25.065765,10
19.0,1,99,94,75.47,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,1,25.065765,10
20.0,1,99,94,74.53,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,1,25.065765,10
20.0,1,99,94,74.53,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,1,25.065765,10
21.0,1,99,94,76.14,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,1,25.065765,10
21.0,1,99,94,76.14,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,1,25.065765,10
22.0,1,99,94,80.39,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,1,25.065765,10
22.0,1,99,94,80.39,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,1,25.065765,10
23.0,1,99,94,75.96,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,1,25.065765,10
23.0,1,99,94,75.96,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,1,25.065765,10
24.0,1,99,94,76.71,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,1,25.065765,10
24.0,1,99,94,76.71,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,1,25.065765,10
25.0,1,99,94,75.27,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,25.065765,10
25.0,1,99,94,75.27,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,25.065765,10
26.0,1,99,94,76.4,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,25.065765,10
26.0,1,99,94,76.4,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,25.065765,10
27.0,1,99,94,81.23,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,25.065765,10
27.0,1,99,94,81.23,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,25.065765,10
