t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
20.0,1,100,98,39.34,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
20.0,1,100,98,39.34,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,0,0.0,0
21.0,1,100,98,37.74,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
21.0,1,100,98,37.74,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,0,0.0,0
22.0,1,100,98,38.37,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
22.0,1,100,98,38.37,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,0,0.0,0
23.0,1,100,98,37.65,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
23.0,1,100,98,37.65,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,0,0.0,0
24.0,1,100,98,39.17,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
24.0,1,100,98,39.17,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,0,0.0,0
25.0,1,100,98,37.73,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
25.0,1,100,98,37.73,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,0,0.0,0
26.0,1,100,98,38.65,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
26.0,1,100,98,38.65,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,0,0.0,0
27.0,1,100,98,37.6,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
27.0,1,100,98,37.6,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,0,0.0,0
28.0,1,100,98,36.92,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
28.0,1,100,98,36.92,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,0,0.0,0
29.0,1,100,98,37.57,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
29.0,1,100,98,37.57,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,0,0.0,0
30.0,1,100,98,37.41,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
30.0,1,100,98,37.41,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,0,0.0,0
31.0,1,100,98,39.91,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
31.0,1,100,98,39.91,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,0,0.0,0
32.0,1,100,98,38.43,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
32.0,1,100,98,38.43,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,0,0.0,0
33.0,1,100,98,38.69,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,0,0.0,0
33.0,1,100,98,38.69,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,0,0.0,0
34.0,1,100,98,40.61,0.0,0.0,0.0,0.0,3531.200000000006,1,80,6,0,0.0,0
34.0,1,100,98,40.61,0.0,0.0,0.0,0.0,3531.200000000006,1,80,6,0,0.0,0
35.0,1,100,98,38.7,0.0,0.0,0.0,0.0,3488.0000000000064,1,80,6,0,0.0,0
35.0,1,100,98,38.7,0.0,0.0,0.0,0.0,3488.0000000000064,1,80,6,0,0.0,0
36.0,1,100,98,40.56,0.0,0.0,0.0,0.0,3444.8000000000065,1,80,6,0,0.0,0
36.0,1,100,98,40.56,0.0,0.0,0.0,0.0,3444.8000000000065,1,80,6,0,0.0,0
37.0,1,100,98,37.22,0.0,0.0,0.0,0.0,3401.6000000000067,1,80,6,0,0.0,0
37.0,1,100,98,37.22,0.0,0.0,0.0,0.0,3401.6000000000067,1,80,6,0,0.0,0
38.0,1,100,98,102.67,0.0,0.0,0.0,0.0,3358.400000000007,1,80,6,1,48.026771,16
38.0,1,100,98,102.67,0.0,0.0,0.0,0.0,3358.400000000007,1,80,6,1,48.026771,16
39.0,1,100,98,97.4,0.0,0.0,0.0,0.0,3315.200000000007,1,80,6,1,48.026771,16
39.0,1,100,98,97.4,0.0,0.0,0.0,0.0,3315.200000000007,1,80,6,1,48.026771,16
40.0,1,100,98,103.03,0.0,0.0,0.0,0.0,3272.0000000000073,1,80,6,1,48.026771,16
40.0,1,100,98,103.03,0.0,0.0,0.0,0.0,3272.0000000000073,1,80,6,1,48.026771,16
41.0,1,100,98,96.05,0.0,0.0,0.0,0.0,3228.8000000000075,1,80,6,1,48.026771,16
41.0,1,100,98,96.05,0.0,0.0,0.0,0.0,3228.8000000000075,1,80,6,1,48.026771,16
42.0,1,100,98,100.79,0.0,0.0,0.0,0.0,3185.6000000000076,1,80,6,1,48.026771,16
42.0,1,100,98,100.79,0.0,0.0,0.0,0.0,3185.6000000000076,1,80,6,1,48.026771,16
43.0,1,100,98,96.36,0.0,0.0,0.0,0.0,3142.400000000008,1,80,6,1,48.026771,16
43.0,1,100,98,96.36,0.0,0.0,0.0,0.0,3142.400000000008,1,80,6,1,48.026771,16
44.0,1,100,98,103.51,0.0,0.0,0.0,0.0,3099.200000000008,1,80,6,1,48.026771,16
44.0,1,100,98,103.51,0.0,0.0,0.0,0.0,3099.200000000008,1,80,6,1,48.026771,16
45.0,1,100,98,100.51,0.0,0.0,0.0,0.0,3056.000000000008,1,80,6,1,48.026771,16
45.0,1,100,98,100.51,0.0,0.0,0.0,0.0,3056.000000000008,1,80,6,1,48.026771,16
46.0,1,100,98,99.52,0.0,0.0,0.0,0.0,3012.8000000000084,1,80,6,1,48.026771,16
46.0,1,100,98,99.52,0.0,0.0,0.0,0.0,3012.8000000000084,1,80,6,1,48.026771,16
47.0,1,100,98,102.57,0.0,0.0,0.0,0.0,2969.6000000000085,1,80,6,1,48.026771,16
47.0,1,100,98,102.57,0.0,0.0,0.0,0.0,2969.6000000000085,1,80,6,1,48.026771,16
48.0,1,100,98,96.63,0.0,0.0,0.0,0.0,2926.4000000000087,1,80,6,1,48.026771,16
48.0,1,100,98,96.63,0.0,0.0,0.0,0.0,2926.4000000000087,1,80,6,1,48.026771,16
49.0,1,100,98,101.28,0.0,0.0,0.0,0.0,2883.200000000009,1,80,6,1,48.026771,16
49.0,1,100,98,101.28,0.0,0.0,0.0,0.0,2883.200000000009,1,80,6,1,48.026771,16
50.0,1,100,98,95.98,0.0,0.0,0.0,0.0,2840.000000000009,1,80,6,1,48.026771,16
50.0,1,100,98,95.98,0.0,0.0,0.0,0.0,2840.000000000009,1,80,6,1,48.026771,16
51.0,1,100,98,97.12,0.0,0.0,0.0,0.0,2796.8000000000093,1,80,6,1,48.026771,16
51.0,1,100,98,97.12,0.0,0.0,0.0,0.0,2796.8000000000093,1,80,6,1,48.026771,16
52.0,1,100,98,97.49,0.0,0.0,0.0,0.0,2753.6000000000095,1,80,6,1,48.026771,16
52.0,1,100,98,97.49,0.0,0.0,0.0,0.0,2753.6000000000095,1,80,6,1,48.026771,16
53.0,1,100,98,98.3,0.0,0.0,0.0,0.0,2710.4000000000096,1,80,6,1,48.026771,16
53.0,1,100,98,98.3,0.0,0.0,0.0,0.0,2710.4000000000096,1,80,6,1,48.026771,16
54.0,1,100,98,94.87,0.0,0.0,0.0,0.0,2667.20000000001,1,80,6,1,48.026771,16
54.0,1,100,98,94.87,0.0,0.0,0.0,0.0,2667.20000000001,1,80,6,1,48.026771,16
55.0,1,100,98,102.62,0.0,0.0,0.0,0.0,2624.00000000001,1,80,6,1,48.026771,16
55.0,1,100,98,102.62,0.0,0.0,0.0,0.0,2624.00000000001,1,80,6,1,48.026771,16
56.0,1,100,98,93.97,0.0,0.0,0.0,0.0,2580.80000000001,1,80,6,1,48.026771,16
56.0,1,100,98,93.97,0.0,0.0,0.0,0.0,2580.80000000001,1,80,6,1,48.026771,16
57.0,1,100,98,101.41,0.0,0.0,0.0,0.0,2537.6000000000104,1,80,6,1,48.026771,16
57.0,1,100,98,101.41,0.0,0.0,0.0,0.0,2537.6000000000104,1,80,6,1,48.026771,16
58.0,1,100,98,102.6,0.0,0.0,0.0,0.0,2494.4000000000106,1,80,6,1,48.026771,16
58.0,1,100,98,102.6,0.0,0.0,0.0,0.0,2494.4000000000106,1,80,6,1,48.026771,16
59.0,1,100,98,101.27,0.0,0.0,0.0,0.0,2451.2000000000107,1,80,6,1,48.026771,16
59.0,1,100,98,101.27,0.0,0.0,0.0,0.0,2451.2000000000107,1,80,6,1,48.026771,16
60.0,1,100,98,96.84,0.0,0.0,0.0,0.0,2408.000000000011,1,80,6,1,48.026771,16
60.0,1,100,98,96.84,0.0,0.0,0.0,0.0,2408.000000000011,1,80,6,1,48.026771,16
61.0,1,100,98,99.52,0.0,0.0,0.0,0.0,2364.800000000011,1,80,6,1,48.026771,16
61.0,1,100,98,99.52,0.0,0.0,0.0,0.0,2364.800000000011,1,80,6,1,48.026771,16
62.0,1,100,98,95.85,0.0,0.0,0.0,0.0,2321.6000000000113,1,80,6,1,48.026771,16
62.0,1,100,98,95.85,0.0,0.0,0.0,0.0,2321.6000000000113,1,80,6,1,48.026771,16
63.0,1,100,98,102.62,0.0,0.0,0.0,0.0,2278.4000000000115,1,80,6,1,48.026771,16
63.0,1,100,98,102.62,0.0,0.0,0.0,0.0,2278.4000000000115,1,80,6,1,48.026771,16
64.0,1,100,98,99.2,0.0,0.0,0.0,0.0,2235.2000000000116,1,80,6,1,48.026771,16
64.0,1,100,98,99.2,0.0,0.0,0.0,0.0,2235.2000000000116,1,80,6,1,48.026771,16
65.0,1,100,98,102.11,0.0,0.0,0.0,0.0,2192.000000000012,1,80,6,1,48.026771,16
65.0,1,100,98,102.11,0.0,0.0,0.0,0.0,2192.000000000012,1,80,6,1,48.026771,16
66.0,1,100,98,98.16,0.0,0.0,0.0,0.0,2148.800000000012,1,80,6,1,48.026771,16
66.0,1,100,98,98.16,0.0,0.0,0.0,0.0,2148.800000000012,1,80,6,1,48.026771,16
67.0,1,100,98,98.03,0.0,0.0,0.0,0.0,2105.600000000012,1,80,6,1,48.026771,16
67.0,1,100,98,98.03,0.0,0.0,0.0,0.0,2105.600000000012,1,80,6,1,48.026771,16
68.0,1,100,98,94.83,0.0,0.0,0.0,0.0,2062.4000000000124,1,80,6,1,48.026771,16
68.0,1,100,98,94.83,0.0,0.0,0.0,0.0,2062.4000000000124,1,80,6,1,48.026771,16
69.0,1,100,98,98.46,0.0,0.0,0.0,0.0,2019.2000000000123,1,80,6,1,48.026771,16
69.0,1,100,98,98.46,0.0,0.0,0.0,0.0,2019.2000000000123,1,80,6,1,48.026771,16
70.0,1,100,98,100.38,0.0,0.0,0.0,0.0,1976.0000000000123,1,80,6,1,48.026771,16
70.0,1,100,98,100.38,0.0,0.0,0.0,0.0,1976.0000000000123,1,80,6,1,48.026771,16
71.0,1,100,98,100.6,0.0,0.0,0.0,0.0,1932.8000000000122,1,80,6,1,48.026771,16
71.0,1,100,98,100.6,0.0,0.0,0.0,0.0,1932.8000000000122,1,80,6,1,48.026771,16
72.0,1,100,98,98.04,0.0,0.0,0.0,0.0,1889.6000000000122,1,80,6,1,48.026771,16
72.0,1,100,98,98.04,0.0,0.0,0.0,0.0,1889.6000000000122,1,80,6,1,48.026771,16
73.0,1,100,98,101.0,0.0,0.0,0.0,0.0,1846.4000000000121,1,80,6,1,48.026771,16
73.0,1,100,98,101.0,0.0,0.0,0.0,0.0,1846.4000000000121,1,80,6,1,48.026771,16
