t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
19.0,1,102,93,106.73,0.0,0.0,0.0,0.0,4179.2000000000035,1,80,6,1,49.748846,16
20.0,1,102,93,102.34,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,1,49.748846,16
20.0,1,102,93,102.34,0.0,0.0,0.0,0.0,4136.000000000004,1,80,6,1,49.748846,16
21.0,1,102,93,107.2,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,1,49.748846,16
21.0,1,102,93,107.2,0.0,0.0,0.0,0.0,4092.800000000004,1,80,6,1,49.748846,16
22.0,1,102,93,106.69,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,1,49.748846,16
22.0,1,102,93,106.69,0.0,0.0,0.0,0.0,4049.600000000004,1,80,6,1,49.748846,16
23.0,1,102,93,103.26,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,1,49.748846,16
23.0,1,102,93,103.26,0.0,0.0,0.0,0.0,4006.400000000004,1,80,6,1,49.748846,16
24.0,1,102,93,99.57,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,1,49.748846,16
24.0,1,102,93,99.57,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,1,49.748846,16
25.0,1,102,93,104.73,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,49.748846,16
25.0,1,102,93,104.73,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,49.748846,16
26.0,1,102,93,107.5,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,49.748846,16
26.0,1,102,93,107.5,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,49.748846,16
27.0,1,102,93,101.3,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,49.748846,16
27.0,1,102,93,101.3,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,49.748846,16
