t,sensor_id,sx,sy,temp_c,co_ppm,co2_ppm,h2_ppm,gas_total_ppm,battery,active,efficiency,range_tiles,threat_active,threat_area,threat_points_count
24.0,1,93,95,67.3,0.0,0.0,0.0,0.0,3963.2000000000044,1,80,6,1,41.447127,13
25.0,1,93,95,64.79,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,41.447127,13
25.0,1,93,95,64.79,0.0,0.0,0.0,0.0,3920.0000000000045,1,80,6,1,41.447127,13
26.0,1,93,95,64.57,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,41.447127,13
26.0,1,93,95,64.57,0.0,0.0,0.0,0.0,3876.8000000000047,1,80,6,1,41.447127,13
27.0,1,93,95,69.87,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,41.447127,13
27.0,1,93,95,69.87,0.0,0.0,0.0,0.0,3833.600000000005,1,80,6,1,41.447127,13
28.0,1,93,95,64.21,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,1,41.447127,13
28.0,1,93,95,64.21,0.0,0.0,0.0,0.0,3790.400000000005,1,80,6,1,41.447127,13
29.0,1,93,95,67.71,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,1,41.447127,13
29.0,1,93,95,67.71,0.0,0.0,0.0,0.0,3747.2000000000053,1,80,6,1,41.447127,13
30.0,1,93,95,67.75,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,1,41.447127,13
30.0,1,93,95,67.75,0.0,0.0,0.0,0.0,3704.0000000000055,1,80,6,1,41.447127,13
31.0,1,93,95,64.94,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,1,41.447127,13
31.0,1,93,95,64.94,0.0,0.0,0.0,0.0,3660.8000000000056,1,80,6,1,41.447127,13
32.0,1,93,95,68.1,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,1,41.447127,13
32.0,1,93,95,68.1,0.0,0.0,0.0,0.0,3617.600000000006,1,80,6,1,41.447127,13
33.0,1,93,95,64.64,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,1,41.447127,13
33.0,1,93,95,64.64,0.0,0.0,0.0,0.0,3574.400000000006,1,80,6,1,41.447127,13
